Area (Hectares),N,P,K,pH,Temperature,Rainfall,Humidity,Crop Name,Yield
0.202682526,84,20,28,5.1,32,237,69,Mustard,467.6389
0.057801723,90,12,26,7.9,8,177,66,Mustard,334.7483
0.016691801,90,12,26,7.9,21,223,59,Mustard,506.5612
0.022357620,90,12,26,7.9,11,232,67,Mustard,611.7443
0.079943986,90,12,26,7.9,29,194,78,Mustard,542.7712
0.167832189,84,20,28,5.1,7,241,56,Mustard,517.6031
0.111078825,90,12,26,7.9,27,172,58,Mustard,471.6671
0.327996917,84,20,28,5.1,28,189,82,Mustard,514.5783
0.188978819,84,20,28,5.1,10,244,65,Mustard,480.8826
0.096579829,90,12,26,7.9,13,213,64,Mustard,447.8175
0.089103147,90,12,26,7.9,25,183,83,Mustard,555.2076
0.045581981,90,12,26,7.9,30,224,66,Mustard,400.7482
0.049215244,90,12,26,7.9,16,207,65,Mustard,503.1460
0.052001177,90,12,26,7.9,8,225,61,Mustard,489.1564
0.056150095,90,12,26,7.9,20,165,56,Mustard,538.8061
0.055470691,90,12,26,7.9,16,190,76,Mustard,529.1468
0.210498308,84,20,28,5.1,9,172,64,Mustard,486.0930
0.228752732,84,20,28,5.1,32,172,79,Mustard,503.9817
0.081019124,90,12,26,7.9,30,197,71,Mustard,320.7774
0.173319520,84,20,28,5.1,23,191,69,Mustard,366.1081
0.065705359,90,12,26,7.9,19,198,73,Mustard,331.3950
0.172788693,84,20,28,5.1,19,170,84,Mustard,424.3522
0.113565559,90,12,26,7.9,29,174,86,Mustard,434.4164
0.766715584,84,20,28,5.1,29,236,69,Mustard,371.3954
0.584960301,84,20,28,5.1,32,227,76,Mustard,370.3503
0.362789419,84,20,28,5.1,25,187,81,Mustard,352.8597
0.292464142,84,20,28,5.1,17,233,67,Mustard,602.9359
0.179544872,84,20,28,5.1,19,183,82,Mustard,384.4852
0.108497123,90,12,26,7.9,26,156,67,Mustard,324.7062
0.227875802,84,20,28,5.1,23,223,57,Mustard,499.1870
0.302970236,84,20,28,5.1,31,227,63,Mustard,373.1523
0.522541059,84,20,28,5.1,18,221,76,Mustard,612.1862
0.142761988,90,12,26,7.9,7,168,61,Mustard,541.5293
1.421186881,90,12,26,7.9,7,223,58,Mustard,481.1485
0.542586510,84,20,28,5.1,9,214,74,Mustard,372.8639
0.125493499,90,12,26,7.9,21,244,75,Mustard,517.4808
0.182184640,84,20,28,5.1,19,230,74,Mustard,588.0530
0.234921787,84,20,28,5.1,26,157,76,Mustard,464.6297
0.056892488,90,12,26,7.9,29,211,75,Mustard,540.3671
0.110557795,90,12,26,7.9,25,167,68,Mustard,487.5778
0.995999169,84,20,28,5.1,13,192,67,Mustard,609.7267
0.044492367,90,12,26,7.9,19,243,63,Mustard,598.6022
0.196629081,84,20,28,5.1,24,221,62,Mustard,403.6837
0.167173793,84,20,28,5.1,20,181,58,Mustard,515.8565
0.249336226,84,20,28,5.1,10,160,72,Mustard,506.4562
0.274016599,84,20,28,5.1,16,152,58,Mustard,549.0074
0.059803848,90,12,26,7.9,20,227,70,Mustard,520.4397
0.264560899,84,20,28,5.1,23,197,80,Mustard,534.7317
0.164740186,84,20,28,5.1,24,242,68,Mustard,323.5012
0.115710678,90,12,26,7.9,9,204,78,Mustard,418.8679
0.172753026,84,20,28,5.1,29,241,59,Mustard,520.3570
0.277631834,84,20,28,5.1,15,223,84,Mustard,420.5678
0.349020255,84,20,28,5.1,7,219,72,Mustard,428.2622
0.235039435,84,20,28,5.1,19,211,77,Mustard,604.5738
0.448138001,84,20,28,5.1,8,167,86,Mustard,329.0732
0.847853747,84,20,28,5.1,17,218,67,Mustard,447.1576
0.224200098,84,20,28,5.1,19,167,65,Mustard,536.0228
0.116360823,90,12,26,7.9,10,160,80,Mustard,502.6416
0.077555138,90,12,26,7.9,14,249,79,Mustard,315.5199
0.153766395,90,12,26,7.9,21,194,78,Mustard,461.6466
0.228021340,84,20,28,5.1,10,202,88,Mustard,324.9051
0.317068152,84,20,28,5.1,11,236,70,Mustard,325.3463
0.314747050,84,20,28,5.1,18,205,59,Mustard,462.7609
0.088902982,90,12,26,7.9,16,164,56,Mustard,547.5792
0.013816061,90,12,26,7.9,23,157,85,Mustard,369.0330
0.275403004,84,20,28,5.1,13,159,83,Mustard,549.4121
0.155812237,90,12,26,7.9,8,176,88,Mustard,339.3430
0.054757124,90,12,26,7.9,19,203,69,Mustard,487.7880
0.047853102,90,12,26,7.9,21,171,84,Mustard,428.1761
0.162768970,84,20,28,5.1,7,179,87,Mustard,473.4879
0.027474089,90,12,26,7.9,9,177,83,Mustard,600.9522
0.295269417,84,20,28,5.1,30,245,64,Mustard,609.9543
0.374839474,84,20,28,5.1,17,195,85,Mustard,505.5927
0.074418321,90,12,26,7.9,27,160,68,Mustard,541.3319
0.197284848,84,20,28,5.1,21,166,81,Mustard,477.0906
0.225001157,84,20,28,5.1,20,181,67,Mustard,405.4548
0.076702279,90,12,26,7.9,15,168,70,Mustard,329.4115
0.123461553,90,12,26,7.9,11,178,56,Mustard,581.7066
0.540343657,84,20,28,5.1,25,217,82,Mustard,538.4386
0.300067464,84,20,28,5.1,17,192,70,Mustard,538.9586
0.073354722,90,12,26,7.9,10,233,87,Mustard,407.6458
0.010041820,90,12,26,7.9,28,184,79,Mustard,367.4627
0.104863506,90,12,26,7.9,28,215,87,Mustard,447.2566
0.115874524,90,12,26,7.9,23,206,71,Mustard,420.6591
0.062423862,90,12,26,7.9,16,216,88,Mustard,595.2065
0.226299222,84,20,28,5.1,9,206,82,Mustard,413.1285
0.153402575,90,12,26,7.9,14,222,81,Mustard,502.2862
0.164383579,84,20,28,5.1,7,199,57,Mustard,539.1944
0.060243500,90,12,26,7.9,12,244,79,Mustard,428.8849
0.249505808,84,20,28,5.1,30,218,76,Mustard,462.3961
0.053292786,90,12,26,7.9,26,218,86,Mustard,328.3336
0.465835049,84,20,28,5.1,11,163,77,Mustard,320.3809
0.172232320,84,20,28,5.1,18,204,88,Mustard,460.7733
0.192741208,84,20,28,5.1,19,238,80,Mustard,326.7117
0.037178836,90,12,26,7.9,12,175,64,Mustard,599.2267
0.042990729,90,12,26,7.9,18,228,59,Mustard,370.6261
0.037712172,90,12,26,7.9,20,198,75,Mustard,433.8105
0.503294285,84,20,28,5.1,13,226,75,Mustard,351.2187
0.358142315,84,20,28,5.1,10,187,65,Mustard,621.6122
0.108507420,90,12,26,7.9,9,185,60,Mustard,559.3640
0.269819871,84,20,28,5.1,18,223,77,Mustard,566.0733
0.324736485,84,20,28,5.1,27,246,79,Mustard,360.1148
0.812132370,84,20,28,5.1,16,222,77,Mustard,389.5145
0.134416045,90,12,26,7.9,22,238,55,Mustard,387.5133
0.206000411,84,20,28,5.1,25,203,83,Mustard,488.3819
0.145035132,90,12,26,7.9,20,233,80,Mustard,468.4496
0.098178237,90,12,26,7.9,8,172,65,Mustard,390.8208
0.199872040,84,20,28,5.1,23,158,60,Mustard,585.7742
0.175508647,84,20,28,5.1,27,208,63,Mustard,523.6492
0.138119918,90,12,26,7.9,9,208,64,Mustard,578.7451
0.095891502,90,12,26,7.9,12,194,88,Mustard,456.4181
0.136330312,90,12,26,7.9,26,201,65,Mustard,372.6807
0.102424054,90,12,26,7.9,10,167,87,Mustard,561.2907
0.055174848,90,12,26,7.9,12,226,75,Mustard,334.1259
0.038901240,90,12,26,7.9,19,236,66,Mustard,367.8326
0.099338669,90,12,26,7.9,23,202,68,Mustard,462.5753
0.353085310,84,20,28,5.1,19,175,68,Mustard,522.6845
0.107342446,90,12,26,7.9,15,212,56,Mustard,434.5125
0.149014480,90,12,26,7.9,31,225,78,Mustard,528.4771
0.057800476,90,12,26,7.9,7,171,72,Mustard,441.0195
0.085602499,90,12,26,7.9,19,151,68,Mustard,350.0703
0.160016635,90,12,26,7.9,30,210,56,Mustard,451.4586
0.026664623,90,12,26,7.9,24,163,78,Mustard,448.8345
0.069093149,90,12,26,7.9,7,213,84,Mustard,575.9585
0.017980776,90,12,26,7.9,11,216,70,Mustard,593.6972
0.077324832,90,12,26,7.9,11,193,55,Mustard,530.3594
0.099166675,90,12,26,7.9,7,162,58,Mustard,488.0466
0.154804075,90,12,26,7.9,11,162,87,Mustard,439.0114
0.190463117,84,20,28,5.1,12,196,57,Mustard,426.5581
0.022092930,90,12,26,7.9,30,220,76,Mustard,367.0689
0.184752410,84,20,28,5.1,24,154,65,Mustard,359.0156
0.024213249,90,12,26,7.9,9,244,86,Mustard,602.7114
0.042077348,90,12,26,7.9,26,152,72,Mustard,389.8259
0.088202276,90,12,26,7.9,15,177,77,Mustard,525.9080
0.076937007,90,12,26,7.9,8,185,75,Mustard,421.4812
0.046166143,90,12,26,7.9,15,170,84,Mustard,450.1720
0.257339490,84,20,28,5.1,13,246,73,Mustard,353.4994
0.251666764,84,20,28,5.1,15,188,57,Mustard,612.2205
0.359526645,84,20,28,5.1,18,168,59,Mustard,520.3832
0.091359616,90,12,26,7.9,32,211,69,Mustard,340.1459
0.348434812,84,20,28,5.1,29,211,55,Mustard,436.5078
0.085321654,90,12,26,7.9,15,190,64,Mustard,577.2716
0.070070156,90,12,26,7.9,8,180,81,Mustard,569.6438
0.087661981,90,12,26,7.9,26,150,71,Mustard,323.9399
0.048824818,90,12,26,7.9,30,232,75,Mustard,313.7955
0.046293763,90,12,26,7.9,27,233,76,Mustard,516.6416
0.035750801,90,12,26,7.9,29,226,63,Mustard,513.9975
0.090069966,90,12,26,7.9,14,154,56,Mustard,419.4349
0.079695022,90,12,26,7.9,19,214,63,Mustard,514.7737
0.047447674,90,12,26,7.9,24,227,63,Mustard,416.8158
0.031018024,90,12,26,7.9,12,170,75,Mustard,467.9882
0.024388904,90,12,26,7.9,23,160,80,Mustard,434.4329
0.253196667,84,20,28,5.1,27,209,75,Mustard,390.6743
0.096943609,90,12,26,7.9,20,228,88,Mustard,447.7437
0.446966954,84,20,28,5.1,9,225,61,Mustard,330.3416
0.034696661,90,12,26,7.9,11,161,60,Mustard,590.4469
0.293614180,84,20,28,5.1,20,197,78,Mustard,376.4357
0.153375276,90,12,26,7.9,9,150,56,Mustard,323.1363
0.019736435,90,12,26,7.9,7,202,78,Mustard,313.7125
0.029076765,90,12,26,7.9,25,159,86,Mustard,511.5936
0.108213138,90,12,26,7.9,16,200,59,Mustard,446.2974
0.155253015,90,12,26,7.9,24,250,57,Mustard,469.2009
0.196909686,84,20,28,5.1,20,217,70,Mustard,312.8460
0.055577436,90,12,26,7.9,9,205,77,Mustard,568.2262
0.057765174,90,12,26,7.9,21,160,85,Mustard,587.4586
0.467559123,84,20,28,5.1,25,224,75,Mustard,399.8537
0.098226620,90,12,26,7.9,15,164,58,Mustard,426.1748
0.047276080,90,12,26,7.9,13,190,76,Mustard,458.6094
0.203613820,84,20,28,5.1,16,214,65,Mustard,486.9586
0.160265723,90,12,26,7.9,27,176,62,Mustard,395.2190
0.032017598,90,12,26,7.9,11,208,67,Mustard,348.0996
0.202360815,84,20,28,5.1,28,206,61,Mustard,586.6904
0.030049457,90,12,26,7.9,10,169,62,Mustard,455.4886
0.095299326,90,12,26,7.9,20,186,61,Mustard,530.4845
0.170716457,84,20,28,5.1,7,196,82,Mustard,504.7538
0.056434565,90,12,26,7.9,22,182,81,Mustard,374.2292
0.281679003,84,20,28,5.1,13,152,70,Mustard,517.7143
0.079249927,90,12,26,7.9,10,201,62,Mustard,604.5117
0.031041334,90,12,26,7.9,25,238,64,Mustard,548.0636
0.048754899,90,12,26,7.9,30,193,55,Mustard,591.1820
0.090433192,90,12,26,7.9,29,244,68,Mustard,531.9657
0.467669755,84,20,28,5.1,14,199,63,Mustard,500.4209
0.131067552,90,12,26,7.9,24,230,81,Mustard,516.9187
0.065758015,90,12,26,7.9,21,194,76,Mustard,515.2009
0.300195385,84,20,28,5.1,23,199,85,Mustard,480.2119
0.128860309,90,12,26,7.9,10,150,56,Mustard,347.0857
0.103971036,90,12,26,7.9,16,164,84,Mustard,485.4939
0.066107512,90,12,26,7.9,12,190,88,Mustard,590.2162
0.049995942,91,16,23,7.4,16,177,58,Mustard,544.7139
0.678316509,91,16,23,7.4,23,223,62,Mustard,493.8867
0.627571167,90,12,26,7.9,19,220,68,Mustard,592.5006
0.305664887,84,20,28,5.1,26,158,61,Mustard,553.3868
0.497864323,91,16,23,7.4,17,169,88,Mustard,407.0037
0.123379724,91,16,23,7.4,21,231,65,Mustard,549.5151
0.245301538,91,16,23,7.4,27,153,82,Mustard,533.7336
0.139694939,91,16,23,7.4,28,223,70,Mustard,452.1872
0.732063914,84,20,28,5.1,13,162,75,Mustard,601.2988
0.035979565,90,12,26,7.9,20,233,59,Mustard,599.0673
0.735519061,91,16,23,7.4,10,220,58,Mustard,602.0699
0.328386207,91,16,23,7.4,21,200,85,Mustard,505.4253
0.853221108,91,16,23,7.4,32,235,64,Mustard,426.0874
0.771023265,91,16,23,7.4,9,244,57,Mustard,554.8907
0.440953531,91,16,23,7.4,22,223,61,Mustard,604.0031
0.160305994,91,16,23,7.4,30,222,74,Mustard,439.5269
0.254258231,91,16,23,7.4,17,155,82,Mustard,404.6849
0.161798457,91,16,23,7.4,17,192,71,Mustard,516.2185
1.697206955,91,16,23,7.4,9,211,58,Mustard,487.8921
1.526603018,91,16,23,7.4,19,203,74,Mustard,466.2442
0.355249162,90,12,26,7.9,13,210,63,Mustard,481.8018
0.585997958,84,20,28,5.1,32,182,83,Mustard,321.3806
0.390704338,84,20,28,5.1,15,215,80,Mustard,506.0254
0.041788158,91,16,23,7.4,9,165,73,Mustard,342.8522
0.755452266,91,16,23,7.4,27,232,85,Mustard,446.5608
0.584548109,91,16,23,7.4,8,222,67,Mustard,622.0489
0.060712285,91,16,23,7.4,20,220,88,Mustard,370.4981
0.219353732,91,16,23,7.4,28,159,87,Mustard,326.7504
0.379109189,91,16,23,7.4,22,212,55,Mustard,591.3804
0.052294351,91,16,23,7.4,23,180,82,Mustard,466.8478
0.033006793,91,16,23,7.4,11,219,55,Mustard,434.5829
0.194819588,91,16,23,7.4,29,184,65,Paddy,2830.3839
0.328088608,91,16,23,7.4,25,235,58,Paddy,2854.2284
0.331035115,91,16,23,7.4,20,205,87,Paddy,1161.3915
0.386625345,91,16,23,7.4,26,231,57,Paddy,2386.9868
0.374359224,91,16,23,7.4,12,166,72,Paddy,1246.8449
0.138795680,91,16,23,7.4,10,197,83,Paddy,2097.7985
0.419210648,91,16,23,7.4,32,249,74,Paddy,978.4699
0.292128798,91,16,23,7.4,31,168,82,Paddy,2197.0615
0.274529839,91,16,23,7.4,14,224,58,Paddy,1103.2158
0.194845705,91,16,23,7.4,14,179,65,Paddy,1623.2335
0.219098312,91,16,23,7.4,31,218,69,Paddy,2855.1149
0.223729781,91,16,23,7.4,28,198,61,Paddy,2121.4364
0.192100591,91,16,23,7.4,32,228,57,Paddy,2085.3228
0.175679721,91,16,23,7.4,26,166,73,Paddy,1188.9235
0.138025039,91,16,23,7.4,28,188,80,Paddy,1363.8936
0.101108072,91,16,23,7.4,9,226,87,Paddy,2820.3304
0.248794242,91,16,23,7.4,21,246,59,Paddy,1556.6775
0.283321104,91,16,23,7.4,23,159,83,Paddy,1722.6844
0.254419382,91,16,23,7.4,28,219,69,Paddy,1771.0306
0.343022090,91,16,23,7.4,16,188,72,Paddy,1714.4611
0.191417130,91,16,23,7.4,16,155,72,Paddy,1160.1760
0.254158756,91,16,23,7.4,16,185,61,Paddy,1343.5504
0.196372369,91,16,23,7.4,8,178,58,Paddy,1037.4726
0.500925866,91,16,23,7.4,32,213,58,Paddy,2579.3840
0.177261139,91,16,23,7.4,32,218,67,Paddy,2661.1558
0.251167120,91,16,23,7.4,31,151,88,Paddy,1335.1071
0.337057517,91,16,23,7.4,32,230,65,Paddy,1509.3658
2.367955266,91,16,23,7.4,30,186,71,Paddy,1291.5789
0.121919357,91,16,23,7.4,27,209,65,Paddy,1442.0374
0.065018913,91,16,23,7.4,9,189,57,Paddy,1838.5174
0.122485513,91,16,23,7.4,16,178,73,Paddy,1432.5034
0.128711258,91,16,23,7.4,7,158,72,Paddy,1718.5184
0.328704246,91,16,23,7.4,28,184,55,Paddy,1490.3137
0.117743139,91,16,23,7.4,25,188,71,Paddy,1156.3040
0.208530970,91,16,23,7.4,9,181,85,Paddy,1489.2696
0.128619535,91,16,23,7.4,11,195,63,Paddy,1433.9653
0.225490552,91,16,23,7.4,7,228,84,Paddy,2573.2211
0.662833670,91,16,23,7.4,10,183,86,Paddy,1783.2630
0.197183162,91,16,23,7.4,12,245,57,Paddy,1750.5800
0.680040796,91,16,23,7.4,18,232,62,Paddy,1561.5584
0.863029782,91,16,23,7.4,32,217,79,Paddy,2364.6974
0.430474050,91,16,23,7.4,31,171,73,Paddy,2867.0498
0.410962229,91,16,23,7.4,8,199,85,Paddy,2671.4878
0.080627828,91,16,23,7.4,31,199,66,Paddy,2218.6395
0.294997690,91,16,23,7.4,16,177,67,Paddy,2536.1228
0.194225224,91,16,23,7.4,18,214,58,Paddy,2147.9782
0.300628460,91,16,23,7.4,15,181,86,Paddy,2374.1353
0.197124293,91,16,23,7.4,17,214,67,Paddy,1102.0667
0.303493901,91,16,23,7.4,22,168,77,Paddy,1747.6521
0.030787992,91,16,23,7.4,16,244,77,Paddy,2488.5050
0.015659525,91,16,23,7.4,11,220,78,Paddy,1411.7509
0.138597608,91,16,23,7.4,19,244,66,Paddy,2021.9592
0.241955691,91,16,23,7.4,22,208,69,Paddy,2485.5321
0.048348250,91,16,23,7.4,22,186,86,Paddy,2392.3740
0.063017364,91,16,23,7.4,28,188,55,Paddy,1058.0569
0.043299159,91,16,23,7.4,22,188,80,Paddy,1346.7740
0.052730890,91,16,23,7.4,19,215,72,Paddy,2015.9811
0.058458218,91,16,23,7.4,15,234,65,Paddy,1604.4886
0.070877863,91,16,23,7.4,7,164,57,Paddy,1128.9549
0.677816845,91,16,23,7.4,30,225,88,Paddy,1835.9300
0.171193080,91,16,23,7.4,23,195,56,Paddy,1012.0693
0.390920462,91,16,23,7.4,23,239,78,Paddy,2556.5024
1.050636320,91,16,23,7.4,18,185,56,Paddy,2564.3335
0.341257393,91,16,23,7.4,15,212,83,Paddy,1180.2439
0.760402217,91,16,23,7.4,8,162,73,Paddy,2013.4059
0.431145452,91,16,23,7.4,14,207,87,Paddy,2755.5955
1.205263704,91,16,23,7.4,14,198,85,Paddy,1592.3001
0.080280578,91,16,23,7.4,11,214,72,Paddy,1815.7474
0.051366328,91,16,23,7.4,19,236,79,Paddy,1363.9668
0.137278195,91,16,23,7.4,8,248,64,Paddy,2730.6651
0.268670226,91,16,23,7.4,19,167,66,Paddy,2300.3503
0.073420414,91,16,23,7.4,15,228,64,Paddy,1617.1609
0.240456894,91,16,23,7.4,24,165,70,Paddy,2257.1136
0.057450051,91,16,23,7.4,31,198,61,Paddy,1020.7342
0.051446852,91,16,23,7.4,7,160,75,Paddy,2760.9598
0.239408630,91,16,23,7.4,17,215,68,Paddy,2308.6411
0.317698031,91,16,23,7.4,14,217,64,Paddy,2504.4194
0.110165722,91,16,23,7.4,21,221,61,Paddy,1188.5998
0.266728862,91,16,23,7.4,32,225,86,Paddy,2466.4740
0.491278326,91,16,23,7.4,12,204,86,Paddy,1254.2858
0.120652148,91,16,23,7.4,9,196,55,Paddy,1345.5279
0.076206110,91,16,23,7.4,29,152,81,Paddy,1815.0240
0.208665504,91,16,23,7.4,26,185,69,Paddy,1970.3888
0.112684683,91,16,23,7.4,11,156,88,Paddy,2321.5596
0.174762850,91,16,23,7.4,15,207,57,Paddy,940.6336
0.055721709,91,16,23,7.4,28,184,83,Paddy,2482.0486
0.293542561,91,16,23,7.4,30,192,59,Paddy,2322.1061
0.338291474,91,16,23,7.4,24,194,61,Paddy,2683.8710
0.336547666,91,16,23,7.4,27,160,62,Paddy,2849.7498
0.690610156,91,16,23,7.4,27,198,73,Paddy,2334.2187
0.037755850,90,12,26,7.9,25,197,80,Paddy,1494.7745
0.061454489,90,12,26,7.9,7,234,59,Paddy,1096.8220
0.198740001,84,20,28,5.1,24,156,79,Paddy,1697.9702
0.075857543,90,12,26,7.9,10,188,59,Paddy,2329.4173
0.103002051,90,12,26,7.9,29,242,63,Paddy,2462.7569
0.068111321,90,12,26,7.9,7,215,76,Paddy,976.1766
0.167967766,84,20,28,5.1,12,156,68,Paddy,1428.7436
0.266899942,84,20,28,5.1,31,161,74,Paddy,1846.5975
0.381961697,84,20,28,5.1,29,215,76,Paddy,2847.6685
0.060659314,90,12,26,7.9,21,184,72,Paddy,2512.2660
0.167697245,84,20,28,5.1,9,202,77,Paddy,1582.8164
0.215111930,84,20,28,5.1,20,203,58,Paddy,2088.9805
0.006258463,90,12,26,7.9,30,200,58,Paddy,1955.4761
0.047208484,90,12,26,7.9,17,171,59,Paddy,2697.7757
0.028448098,90,12,26,7.9,23,168,68,Paddy,2854.6206
0.160361478,90,12,26,7.9,8,217,87,Paddy,2765.3010
0.055932088,90,12,26,7.9,27,236,76,Paddy,1120.7664
0.111832187,90,12,26,7.9,24,213,59,Paddy,2141.9056
0.637156602,84,20,28,5.1,31,231,63,Paddy,1930.0515
0.250400157,84,20,28,5.1,23,150,85,Paddy,2692.8470
0.188641039,84,20,28,5.1,10,177,88,Paddy,1615.0291
0.143072922,90,12,26,7.9,22,185,58,Paddy,2008.1423
0.380406236,84,20,28,5.1,13,181,61,Paddy,2474.5709
0.345777833,84,20,28,5.1,17,192,77,Paddy,1166.7979
0.602233484,84,20,28,5.1,23,212,82,Paddy,2826.1356
0.323714059,84,20,28,5.1,22,210,64,Paddy,2648.2630
0.623307186,84,20,28,5.1,22,220,77,Paddy,1768.8727
0.324123601,84,20,28,5.1,14,191,78,Paddy,2088.2876
0.021465229,90,12,26,7.9,13,167,74,Paddy,2831.6755
0.184999773,84,20,28,5.1,27,177,61,Paddy,2408.7874
0.450052975,84,20,28,5.1,10,207,67,Paddy,2131.7472
0.009016442,90,12,26,7.9,23,249,86,Paddy,1817.6635
0.579376628,84,20,28,5.1,13,151,77,Paddy,2619.2061
0.382745752,84,20,28,5.1,11,174,85,Paddy,2243.9645
0.088294267,90,12,26,7.9,30,216,76,Paddy,1120.7390
0.360618219,84,20,28,5.1,15,235,74,Paddy,1380.6358
0.234824778,84,20,28,5.1,19,200,57,Paddy,1271.1943
0.326797160,84,20,28,5.1,16,166,76,Paddy,2310.9753
0.217130952,84,20,28,5.1,11,170,56,Paddy,1284.3639
0.029119761,90,12,26,7.9,14,237,63,Paddy,1737.5728
0.022703279,90,12,26,7.9,31,159,62,Paddy,1218.7893
0.370869869,84,20,28,5.1,7,232,56,Paddy,2281.0064
0.213285465,84,20,28,5.1,24,224,86,Paddy,2189.3740
0.480485769,84,20,28,5.1,15,216,69,Paddy,2208.5833
0.128031511,90,12,26,7.9,10,196,87,Paddy,1757.0959
0.320255266,84,20,28,5.1,17,177,78,Paddy,955.4087
0.167365301,84,20,28,5.1,28,220,74,Paddy,1652.6766
0.217267708,84,20,28,5.1,30,156,63,Paddy,1014.3052
0.419546608,84,20,28,5.1,21,247,81,Paddy,1172.4900
0.446459699,84,20,28,5.1,12,194,66,Paddy,1690.0393
0.295674641,84,20,28,5.1,29,227,58,Paddy,2825.1306
0.209593719,84,20,28,5.1,16,162,57,Paddy,1074.7376
0.268130641,84,20,28,5.1,13,240,72,Paddy,1993.4580
0.175424461,84,20,28,5.1,31,205,82,Paddy,2286.5259
0.366009267,84,20,28,5.1,31,185,79,Paddy,2762.4047
0.000179603,90,12,26,7.9,27,185,76,Paddy,2419.9556
0.050384705,90,12,26,7.9,22,222,65,Paddy,1490.2684
0.111443099,90,12,26,7.9,14,220,87,Paddy,2145.6001
0.216669715,84,20,28,5.1,31,234,67,Paddy,1199.2127
0.254723087,84,20,28,5.1,23,154,86,Paddy,1856.2228
0.247060214,84,20,28,5.1,17,224,60,Paddy,2386.4894
0.137926351,90,12,26,7.9,16,234,76,Paddy,1990.5974
0.142653209,90,12,26,7.9,15,233,88,Paddy,1921.0784
0.177907880,84,20,28,5.1,29,160,74,Paddy,2318.5292
0.065991553,90,12,26,7.9,23,176,66,Paddy,1930.0988
0.240079789,84,20,28,5.1,19,241,69,Paddy,1651.0386
0.233764331,84,20,28,5.1,31,214,59,Paddy,2679.9925
0.122580928,90,12,26,7.9,24,228,56,Paddy,2017.5820
0.164154167,84,20,28,5.1,16,245,69,Paddy,1174.7914
0.147549968,90,12,26,7.9,11,217,83,Paddy,1619.4432
0.105212105,90,12,26,7.9,30,228,60,Paddy,1518.7314
0.073412856,90,12,26,7.9,23,156,57,Paddy,2517.6006
0.056413262,90,12,26,7.9,25,156,80,Paddy,2362.4542
0.088199738,90,12,26,7.9,29,188,84,Paddy,1010.1331
0.142087124,90,12,26,7.9,32,228,83,Paddy,1347.6481
0.237467495,84,20,28,5.1,15,154,67,Paddy,2756.6511
0.050684814,90,12,26,7.9,31,232,66,Paddy,1717.8479
0.090514391,90,12,26,7.9,32,223,68,Paddy,2416.5294
0.156868828,90,12,26,7.9,16,166,74,Paddy,2382.5610
0.192689151,84,20,28,5.1,23,165,78,Paddy,1369.2667
0.180972028,84,20,28,5.1,24,221,80,Paddy,1441.1138
0.150347396,90,12,26,7.9,26,211,79,Paddy,1531.9430
0.549702037,84,20,28,5.1,17,153,87,Paddy,2826.2849
0.283712641,84,20,28,5.1,9,157,60,Paddy,2698.2389
0.121713461,90,12,26,7.9,30,226,61,Paddy,1185.6049
0.478236347,84,20,28,5.1,29,210,85,Paddy,1820.3241
0.458533440,84,20,28,5.1,9,178,69,Paddy,1824.0549
0.126340806,90,12,26,7.9,30,182,66,Paddy,2378.5333
0.148690262,90,12,26,7.9,31,211,86,Paddy,1587.6652
0.105635557,90,12,26,7.9,21,221,72,Paddy,1774.4938
0.102998733,90,12,26,7.9,8,216,57,Paddy,2863.4044
0.105320518,90,12,26,7.9,10,207,64,Paddy,1347.0892
0.118385169,90,12,26,7.9,11,167,60,Paddy,2417.0468
0.147097727,90,12,26,7.9,28,195,65,Paddy,1604.9633
0.065930020,90,12,26,7.9,24,155,55,Paddy,2605.9569
0.080844844,90,12,26,7.9,23,247,82,Paddy,2426.0075
0.342512051,84,20,28,5.1,8,166,59,Paddy,1239.9153
0.099916384,90,12,26,7.9,23,154,70,Paddy,1251.6967
0.376855396,84,20,28,5.1,7,157,55,Paddy,1896.2397
0.147872127,90,12,26,7.9,22,180,58,Paddy,2315.6625
0.029205601,90,12,26,7.9,29,247,85,Paddy,2743.7477
0.270743315,84,20,28,5.1,24,186,65,Paddy,2501.1357
0.175258601,84,20,28,5.1,27,249,87,Paddy,2346.9302
0.322082899,84,20,28,5.1,9,179,76,Paddy,2705.5153
0.226924351,84,20,28,5.1,31,198,59,Paddy,1935.9959
0.057444241,90,12,26,7.9,21,215,74,Paddy,2327.8299
0.409640424,84,20,28,5.1,11,218,59,Paddy,1045.5353
0.125317432,90,12,26,7.9,12,178,66,Paddy,2091.1216
0.118911820,90,12,26,7.9,17,192,56,Paddy,2282.4322
0.272310234,84,20,28,5.1,12,156,73,Paddy,1106.7920
0.351526174,84,20,28,5.1,16,193,60,Paddy,2041.1337
0.214004310,84,20,28,5.1,30,150,70,Paddy,2744.4056
0.404491655,84,20,28,5.1,28,214,56,Paddy,1090.6076
0.304444293,84,20,28,5.1,24,163,64,Paddy,2292.1520
0.175537339,84,20,28,5.1,24,205,84,Paddy,1365.9869
0.327389046,84,20,28,5.1,32,245,58,Paddy,1146.1388
0.146339797,90,12,26,7.9,19,201,79,Paddy,2696.8152
0.414923238,84,20,28,5.1,26,217,67,Paddy,2276.8208
0.109075433,90,12,26,7.9,28,173,64,Paddy,1180.3945
0.130020366,90,12,26,7.9,22,201,64,Paddy,2828.6704
